VideoID,VideoLink,ChannelID,ChannelName,ChannelType,VideoTitle,Likes,Subscribers,Views,PublishTime,Duration,Comments,Type
TLYB8g66A_k,https://www.youtube.com/watch?v=TLYB8g66A_k,UCZnhEIF8a5Uv4GMPwT6KafQ,KÊNH VTC16,Personal,Điều trị tiểu đường bằng cây đinh lăng? | VTC16,310,1890000,105566,2023-11-16T09:57:00Z,11M13S,26,2
83fTNC-2iQs,https://www.youtube.com/watch?v=83fTNC-2iQs,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Dấu hiệu cơ thể cảnh báo rối loạn đường huyết | Báo Lao Động,0,984000,267,2025-03-07T18:59:51Z,1M,0,2
Pbz6wVeOOE0,https://www.youtube.com/watch?v=Pbz6wVeOOE0,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Người đường huyết cao ăn quýt được không? | Báo Lao Động,3,984000,640,2024-12-09T22:30:02Z,1M4S,0,2
Ip8Mec5HkJg,https://www.youtube.com/watch?v=Ip8Mec5HkJg,UCfxPLWKD4d9TeES2zm5B7OA,Bệnh viện Nhân dân Gia Định,Personal,"Sinh hoạt khoa học: ""Đường huyết cao, biến chứng nhiều""",3,5440,244,2023-07-13T07:25:32Z,20M58S,0,2
aRCzqZqCQIU,https://www.youtube.com/watch?v=aRCzqZqCQIU,UCYO8RPtaJnD2bxC8CZl1_PA,Dr Ngọc Official ,Organization,Giống nhau và khác nhau của xét nghiệm đường huyết và HbA1c | Dr Ngọc #shorts #short #drngoc,525,1310000,34974,2023-06-27T08:00:00Z,1M,18,2
eu79Icsoxfs,https://www.youtube.com/watch?v=eu79Icsoxfs,UCZnhEIF8a5Uv4GMPwT6KafQ,KÊNH VTC16,Personal,"Đông trùng hạ thảo: Kiểm soát tiểu đường, mỡ máu, cao huyết áp | Sức khỏe vàng VTC16",541,1890000,118707,2021-03-13T09:28:17Z,59M59S,74,2
wi34v8M2K3Q,https://www.youtube.com/watch?v=wi34v8M2K3Q,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Người đường huyết cao chớ lạm dụng kỷ tử dù là vị thuốc quý | Báo Lao Động,0,984000,143,2025-06-01T01:30:55Z,1M1S,0,2
snjT-pH-6h4,https://www.youtube.com/watch?v=snjT-pH-6h4,UCuqtKp77ZbFRUFLq05-ddkw,Bệnh viện ĐKQT Vinmec,Personal,Tiểu đường biến chứng cực kỳ nguy hiểm| BS Võ Hà Băng Sương - Vinmec Phú Quốc,0,723000,226079,2021-04-16T03:30:12Z,7M18S,109,2
jaFuOf7X74k,https://www.youtube.com/watch?v=jaFuOf7X74k,UCuqtKp77ZbFRUFLq05-ddkw,Bệnh viện ĐKQT Vinmec,Personal,Các loại rau quả ăn mỗi ngày giúp hạ huyết áp,0,723000,125218,2022-07-23T12:00:33Z,4M44S,27,2
h3ik0vP1STg,https://www.youtube.com/watch?v=h3ik0vP1STg,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Tác dụng bất ngờ của đậu xanh đối với người đường huyết cao | Báo Lao Động,18,984000,3362,2024-08-06T02:04:33Z,1M,0,2
N-gQS8ypmMQ,https://www.youtube.com/watch?v=N-gQS8ypmMQ,UCYO8RPtaJnD2bxC8CZl1_PA,Dr Ngọc Official ,Organization,Cách Nhận Biết Bệnh Tiểu Đường Tuýp 1 Và Tuýp 2 | Dr Ngọc,690,1310000,57765,2023-10-16T05:00:09Z,4M12S,107,2
snjT-pH-6h4,https://www.youtube.com/watch?v=snjT-pH-6h4,UCuqtKp77ZbFRUFLq05-ddkw,Bệnh viện ĐKQT Vinmec,Personal,Tiểu đường biến chứng cực kỳ nguy hiểm| BS Võ Hà Băng Sương - Vinmec Phú Quốc,0,723000,226079,2021-04-16T03:30:12Z,7M18S,109,2
lw-wpLHLWEM,https://www.youtube.com/watch?v=lw-wpLHLWEM,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Lý giải hiện tượng hạ đường huyết sau khi tập luyện thể thao | Báo Lao Động,1,984000,124,2025-04-01T10:12:08Z,53S,0,2
jOHt-_0f7V0,https://www.youtube.com/watch?v=jOHt-_0f7V0,UCYO8RPtaJnD2bxC8CZl1_PA,Dr Ngọc Official ,Organization,5 Điều Cần Biết Về Bệnh Tiền Tiểu Đường | Dr Ngọc,3557,1310000,213552,2023-03-09T06:30:08Z,12M25S,888,2
PNnaMqvCzPk,https://www.youtube.com/watch?v=PNnaMqvCzPk,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Tác dụng hạ đường huyết của loại củ quả dễ tìm sau đây | Báo Lao Động,2,984000,329,2025-01-27T14:22:35Z,53S,0,2
bctvSNGuQG0,https://www.youtube.com/watch?v=bctvSNGuQG0,UCYO8RPtaJnD2bxC8CZl1_PA,Dr Ngọc Official ,Organization,3 Cách Tự Kiểm Soát Đường Huyết Tại Nhà | Dr Ngọc,337,1310000,19686,2023-04-11T13:30:08Z,4M15S,51,2
lAiLSRITVHU,https://www.youtube.com/watch?v=lAiLSRITVHU,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Bật mí cách giúp bạn ngủ ngon hơn khi bị đường huyết cao| Báo Lao Động,15,984000,183,2025-01-23T09:49:29Z,1M9S,0,2
DVd3ZEtSmHY,https://www.youtube.com/watch?v=DVd3ZEtSmHY,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Công dụng tuyệt vời của quả hồng với người đường huyết cao | Báo Lao Động,7,984000,809,2024-10-22T00:00:10Z,1M,0,2
KhIDrl8lP_8,https://www.youtube.com/watch?v=KhIDrl8lP_8,UCD09NCZlzMj4yGvGkLbuBpw,Báo Sức khỏe & Đời sống,Personal,Người Tiểu Đường Ăn Măng Cụt Có Tốt Không? | SKĐS,38,3000000,11492,2023-06-23T03:00:16Z,1M51S,0,2
7tnDnniRoh0,https://www.youtube.com/watch?v=7tnDnniRoh0,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Thực phẩm giúp tăng đường huyết nhanh và an toàn | Báo Lao Động,1,984000,100,2025-06-13T02:00:17Z,59S,0,2
1NYdkLAcLvw,https://www.youtube.com/watch?v=1NYdkLAcLvw,UCZnhEIF8a5Uv4GMPwT6KafQ,KÊNH VTC16,Personal,"Phòng trị huyết áp cao, mỡ máu cao, tiểu đường an toàn và hiệu quả từ thảo dược | VTC16",10,1890000,3230,2021-10-21T09:49:46Z,1H40M54S,0,2
q7ClwaYM8_A,https://www.youtube.com/watch?v=q7ClwaYM8_A,UCAgehYjUxNc7vHpf3F06mXQ,Video AloBacsi,Personal,Người Bệnh Tiểu Đường Ăn Được Những Trái Cây Gì? | ThS.BS.CK1 Lê Ngọc Quỳnh Thư,624,1650000,90322,2022-12-08T08:00:10Z,12M59S,23,2
mjKBBqKNmTI,https://www.youtube.com/watch?v=mjKBBqKNmTI,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Cách ăn lá trầu không để giảm đường huyết tăng cao | Báo Lao Động,21,984000,1378,2024-11-12T16:03:01Z,53S,0,2
sduySuKBtCA,https://www.youtube.com/watch?v=sduySuKBtCA,UCkj-9pfHEy6FKi-hqu-snwA,Dược Sĩ Nguyễn Thị Thùy Trang,Personal,Mức đường huyết bình thường là bao nhiêu? Làm sao để ổn định chỉ số đường huyết?,388,444000,33546,2024-03-13T04:00:33Z,14M57S,18,2
YMngrxMv8Cc,https://www.youtube.com/watch?v=YMngrxMv8Cc,UCYO8RPtaJnD2bxC8CZl1_PA,Dr Ngọc Official ,Organization,Chỉ số đường huyết thực phẩm GI| CÁCH GIẢM CÂN HIỆU QUẢ| DR.NGỌC,279,1310000,19334,2020-08-03T00:00:03Z,4M,30,2
mhjuJj2eVx0,https://www.youtube.com/watch?v=mhjuJj2eVx0,UCZnhEIF8a5Uv4GMPwT6KafQ,KÊNH VTC16,Personal,"LOẠI BỎ NỖI LO TĂNG ĐƯỜNG HUYẾT, TĂNG HUYẾT ÁP, RỐI LOẠN MỠ MÁU VỚI VIÊN NANG ĐÔNG TRÙNG HẠ THẢO",5,1890000,2179,2022-03-03T09:39:02Z,1H35M56S,2,2
t2MqZlNiktU,https://www.youtube.com/watch?v=t2MqZlNiktU,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Biểu hiện khi ngủ dậy đường huyết tăng cao | Báo Lao Động,4,984000,235,2025-01-11T11:27:28Z,59S,0,2
gaxK0uUcE90,https://www.youtube.com/watch?v=gaxK0uUcE90,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Những thực phẩm tinh chế người có đường huyết cao nên kiêng | Báo Lao Động,0,984000,24,2025-05-31T04:18:56Z,1M11S,0,2
G15I9iV_r00,https://www.youtube.com/watch?v=G15I9iV_r00,UCYO8RPtaJnD2bxC8CZl1_PA,Dr Ngọc Official ,Organization,Bệnh Mỡ Máu Cao Có Ăn Trứng Được Không? | Dr Ngọc #shorts,1885,1310000,106576,2022-12-03T13:30:04Z,59S,72,2
yNsnwRBCw_k,https://www.youtube.com/watch?v=yNsnwRBCw_k,UCZnhEIF8a5Uv4GMPwT6KafQ,KÊNH VTC16,Personal,Dây thìa canh - THẦN DƯỢC cho người tiểu đường | VTC16,717,1890000,160414,2024-02-27T06:29:28Z,45M19S,44,2
M2uJHa4Ro1o,https://www.youtube.com/watch?v=M2uJHa4Ro1o,UCpioI4aMUNdhLXgqe5oOVXw,Bác sĩ Nguyên,Personal,"Gốc rễ của tiểu đường, gan nhiễm mỡ, mỡ máu cao là từ đây! - Bác sĩ Nguyên",652,300000,16912,2025-04-22T01:00:29Z,2M12S,202,2
BKqfnnLB9Bg,https://www.youtube.com/watch?v=BKqfnnLB9Bg,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,3 công thức hạ đường huyết an toàn từ thảo dược thiên nhiên | Báo Lao Động,1,984000,743,2025-07-17T23:00:16Z,1M4S,0,2
VYCanwYpO_8,https://www.youtube.com/watch?v=VYCanwYpO_8,UCZnhEIF8a5Uv4GMPwT6KafQ,KÊNH VTC16,Personal,"LOẠI BỎ NỖI LO HUYẾT ÁP CAO, MỠ MÁU CAO, TIỂU ĐƯỜNG NGÀY TẾT NHỜ THẢO DƯỢC",17,1890000,3685,2022-01-20T09:39:35Z,1H39M14S,0,2
5jb05L2SPeA,https://www.youtube.com/watch?v=5jb05L2SPeA,UCuqtKp77ZbFRUFLq05-ddkw,Bệnh viện ĐKQT Vinmec,Personal,"Xem ngay 5 biểu hiện “cảnh báo” rối loạn chuyển hóa | BS Chu Hoàng Vân, BV Vinmec Times City",0,723000,43052,2021-10-17T11:35:40Z,5M,4,2
05RHsAhBtMk,https://www.youtube.com/watch?v=05RHsAhBtMk,UCnOuAN2OoH-uwU4jgeH9Wlg,Lương y Nguyễn Công Đức,Personal,HỖ TRỢ ĐIỀU TRỊ BỆNH TIỂU ĐƯỜNG - Lương Y Nguyễn Công Đức,3293,415000,382213,2024-03-17T16:14:41Z,34S,38,2
s0APRrhvw-c,https://www.youtube.com/watch?v=s0APRrhvw-c,UCYO8RPtaJnD2bxC8CZl1_PA,Dr Ngọc Official ,Organization,Chỉ Số Đường Huyết Tăng Cao Nguy Hiểm Như Thế Nào? | Dr Ngọc,99,1310000,3115,2025-02-17T12:00:06Z,8M56S,25,2
fb0XdKQQGdY,https://www.youtube.com/watch?v=fb0XdKQQGdY,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,"Xương bị tổn thương do đường huyết cao, làm gì để bảo vệ? | Báo Lao Động",1,984000,92,2025-01-15T00:45:03Z,49S,0,2
ZXcA5fEUS8I,https://www.youtube.com/watch?v=ZXcA5fEUS8I,UCZnhEIF8a5Uv4GMPwT6KafQ,KÊNH VTC16,Personal,"CẢNH BÁO NGUY HIỂM TỪ MỠ MÁU CAO, HUYẾT ÁP CAO KÈM TIỂU ĐƯỜNG | VTC16 | VTC16""",13,1890000,4123,2022-11-17T10:24:49Z,1H26M56S,0,2
sYHFnO9gtMI,https://www.youtube.com/watch?v=sYHFnO9gtMI,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,3 triệu chứng sau bữa ăn báo hiệu đường huyết tăng vọt| Báo Lao Động,0,984000,177,2024-10-20T03:59:12Z,1M4S,0,2
n_DFTRpEiXQ,https://www.youtube.com/watch?v=n_DFTRpEiXQ,UCYIUuKyiDCBnG-tp6jr-1nA,Truyen Hinh Vinh Long,Personal,Dr. Khỏe - Tập 1086: Cà chua giúp kiểm soát đường huyết cao,21,5590000,8091,2021-04-05T13:00:15Z,4M44S,0,2
kGzIu3OYz1E,https://www.youtube.com/watch?v=kGzIu3OYz1E,UC2O5WFhgi1QetFJYj_8phmQ,Dr Phan Hồng Sơn,Personal,Tập thể dục bị hạ đường huyết có nên tập tiếp không?#songkhoe247 #drphanhongson #theduc,978,118000,43627,2023-10-19T11:17:38Z,58S,8,2
eiM3U7JrrVE,https://www.youtube.com/watch?v=eiM3U7JrrVE,UCHXRlUOGYAT9kkXGCcSQDZg,Tuệ Y Đường,Personal,Biểu hiện của bệnh HẠ ĐƯỜNG HUYẾT,48,40700,3067,2023-06-16T15:32:26Z,30S,1,2
5XJGNkLOVjs,https://www.youtube.com/watch?v=5XJGNkLOVjs,UCYPnLRStJgFzkBMQGay1j8g,Chấn thương Chỉnh hình Tâm Anh,Personal,"Mỡ máu cao: Nguyên nhân, Triệu chứng, Có nguy hiểm không? | Ths.Bs Phạm Đỗ Anh Thư | CTCH Tâm Anh",1079,108000,155745,2022-02-11T12:00:06Z,11M43S,97,2
OPj_CGxuSlQ,https://www.youtube.com/watch?v=OPj_CGxuSlQ,UCYO8RPtaJnD2bxC8CZl1_PA,Dr Ngọc Official ,Organization,Chỉ số đường huyết nguy hiểm dự phòng bệnh tiểu đường | Dr Ngọc #shorts #short #drngoc,757,1310000,38951,2023-06-27T11:00:30Z,54S,42,2
N2QYOGHKGAE,https://www.youtube.com/watch?v=N2QYOGHKGAE,UCZnhEIF8a5Uv4GMPwT6KafQ,KÊNH VTC16,Personal,"Hạ chỉ số mỡ máu, ổn định huyết áp, kiểm soát tiểu đường hiệu quả | Sức khỏe vàng VTC16",5,1890000,2733,2021-04-22T10:31:58Z,1H4M53S,0,2
5JJ9AakBAxw,https://www.youtube.com/watch?v=5JJ9AakBAxw,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Cẩn trọng khi đường huyết tăng cao kèm đau bụng | Báo Lao Động,0,984000,577,2025-06-19T00:15:01Z,58S,0,2
btbXBMck0Fw,https://www.youtube.com/watch?v=btbXBMck0Fw,UCZcCmWhvK0gfThyWRmRerDQ,TOÀN CẢNH 24H,Personal,"[Sống khoẻ mỗi ngày] Thảo dược ổn định đường huyết, giảm biến chứng thần kinh do tiểu đường| Tin mới",10,6210000,3173,2023-05-29T04:42:41Z,1H33M6S,0,2
P4kQbUBjypI,https://www.youtube.com/watch?v=P4kQbUBjypI,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Mách bạn cách ổn định đường huyết chỉ với một mẹo đơn giản | Báo Lao Động,2,984000,159,2025-02-14T17:30:00Z,50S,0,2
wQbnavU3sOs,https://www.youtube.com/watch?v=wQbnavU3sOs,UCYO8RPtaJnD2bxC8CZl1_PA,Dr Ngọc Official ,Organization,Những loại trái cây tốt nhất dành cho bệnh nhân tiểu đường | Dr Ngọc #shorts #short #drngoc,1316,1310000,60251,2023-06-07T12:00:43Z,44S,58,2
fZ5E5dGpUbg,https://www.youtube.com/watch?v=fZ5E5dGpUbg,UCuqtKp77ZbFRUFLq05-ddkw,Bệnh viện ĐKQT Vinmec,Personal,"Cách nào giảm huyết áp cao? | BS Nguyễn Văn Phong, BV Vinmec Times City (Hà Nội)",0,723000,2377232,2021-02-23T13:00:22Z,10M15S,453,2
Q8blWoFZArA,https://www.youtube.com/watch?v=Q8blWoFZArA,UC2O5WFhgi1QetFJYj_8phmQ,Dr Phan Hồng Sơn,Personal,Cách ăn giúp ổn định đường huyết. #drphanhongson #songkhoe #tieuduong #daithaoduong,2169,118000,102411,2022-04-16T08:20:56Z,59S,39,2
3vPnQgXAb3g,https://www.youtube.com/watch?v=3vPnQgXAb3g,UCD09NCZlzMj4yGvGkLbuBpw,Báo Sức khỏe & Đời sống,Personal,Ăn gì khi hạ đường huyết?| SKĐS #Shorts,87,3000000,4254,2024-10-21T14:00:03Z,1M,0,2
7RPBEkmPlzw,https://www.youtube.com/watch?v=7RPBEkmPlzw,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Lý do hạ đường huyết vào buổi sáng | Báo Lao Động,0,984000,81,2025-04-14T08:00:04Z,53S,0,2
YRsKLdV7ZUI,https://www.youtube.com/watch?v=YRsKLdV7ZUI,UCYO8RPtaJnD2bxC8CZl1_PA,Dr Ngọc Official ,Organization,Thực Phẩm Tốt Nhất Làm Sạch Động Mạch Của Bạn | Dr Ngọc,32514,1310000,1540083,2022-12-19T13:30:06Z,13M11S,6545,2
ih3mcFDeAWg,https://www.youtube.com/watch?v=ih3mcFDeAWg,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Tập thể dục lúc nào tốt cho người có đường huyết cao?| Báo Lao Động,2,984000,5060,2024-07-31T09:51:24Z,47S,0,2
x_5PvxsU9Uw,https://www.youtube.com/watch?v=x_5PvxsU9Uw,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Lý do khoai môn có thể kiểm soát đường huyết tăng vọt | Báo Lao Động,0,984000,129,2024-12-30T09:30:19Z,59S,0,2
kMooqVYC3l8,https://www.youtube.com/watch?v=kMooqVYC3l8,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Thức uống hạ đường huyết ngay lập tức | Báo Lao Động,8,984000,608,2025-02-24T01:45:03Z,59S,0,2
BkJmdWNfXeE,https://www.youtube.com/watch?v=BkJmdWNfXeE,UCYO8RPtaJnD2bxC8CZl1_PA,Dr Ngọc Official ,Organization,Đường huyết cao thì mỡ máu cao theo đúng không? | Dr Ngọc #short #shorts #drngoc,209,1310000,5529,2024-11-07T00:00:12Z,51S,11,2
GGtJuXvJloU,https://www.youtube.com/watch?v=GGtJuXvJloU,UCc-_aR67oIF_By8iB53u6-A,Kiến Thức Khoa Học Về Sức Khỏe,Personal,5 Cách làm giảm đường huyết tự nhiên không sử dụng thuốc,370,622000,35109,2022-09-13T04:12:25Z,3M48S,7,2
AFE2UpD7yeo,https://www.youtube.com/watch?v=AFE2UpD7yeo,UCYO8RPtaJnD2bxC8CZl1_PA,Dr Ngọc Official ,Organization,Sự thật ăn khoai lang có giúp bạn dự phòng bệnh tiểu đường không? | Dr Ngọc #shorts #short #drngoc,3083,1310000,259495,2023-07-02T00:00:04Z,45S,106,2
ylhTC6YhvqQ,https://www.youtube.com/watch?v=ylhTC6YhvqQ,UC-_B9c974ERH7JDJHK2YliA,Botania - Sức Khỏe Là Vàng,Personal,Đường huyết cao vì ăn nhầm giờ,9,25400,1022,2025-07-15T01:20:06Z,1M5S,2,2
TW60zwzlMSI,https://www.youtube.com/watch?v=TW60zwzlMSI,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Người có chỉ số đường huyết cao có ăn nhãn được không? | Báo Lao Động,4,984000,1514,2024-07-28T23:00:22Z,1M14S,0,2
AFE2UpD7yeo,https://www.youtube.com/watch?v=AFE2UpD7yeo,UCYO8RPtaJnD2bxC8CZl1_PA,Dr Ngọc Official ,Organization,Sự thật ăn khoai lang có giúp bạn dự phòng bệnh tiểu đường không? | Dr Ngọc #shorts #short #drngoc,3083,1310000,259495,2023-07-02T00:00:04Z,45S,106,2
DN0xfZc_jWQ,https://www.youtube.com/watch?v=DN0xfZc_jWQ,UCD09NCZlzMj4yGvGkLbuBpw,Báo Sức khỏe & Đời sống,Personal,Ăn gì để đường huyết ổn định? | SKĐS #shorts,70,3000000,3545,2024-08-07T12:10:16Z,56S,0,2
VQgASgDvLWA,https://www.youtube.com/watch?v=VQgASgDvLWA,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Người đường huyết cao nên lưu ý những điều này khi đi bộ | Báo Lao Động,13,984000,324,2024-12-24T08:16:48Z,1M7S,0,2
Pk92-tgtAfo,https://www.youtube.com/watch?v=Pk92-tgtAfo,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Vì sao người có đường huyết cao phải chú ý tới cân nặng? | Báo Lao Động,1,984000,86,2024-12-24T07:49:09Z,1M5S,0,2
q41tNtf6-kM,https://www.youtube.com/watch?v=q41tNtf6-kM,UCOnYEcs3FyLooXIWuikjMmA,Chido Việt Nam,Personal,Hướng dẫn sử dụng máy đo đường huyết CHIDO tặng hộp 50 que thử + 50 kim lấy máu - BH 5 năm tại nhà,1068,794,99664,2022-05-09T08:57:09Z,1M,32,2
NDePGf5iDd0,https://www.youtube.com/watch?v=NDePGf5iDd0,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Đường huyết cao có nên ăn lá tía tô hay không? | Báo Lao Động,6,984000,1099,2024-12-30T02:30:11Z,52S,0,2
-a6vjUdXgfQ,https://www.youtube.com/watch?v=-a6vjUdXgfQ,UCpfNT4Shp-UJ8Dbzowm_YRQ,Bệnh Viện Đa Khoa Tâm Anh,Personal,"Tiểu đường ăn khoai lang được không? Có được ăn khoai tây, bún, phở, miến không? | BVĐK Tâm Anh",210,85500,38514,2023-10-04T08:00:00Z,3M19S,13,2
ylhTC6YhvqQ,https://www.youtube.com/watch?v=ylhTC6YhvqQ,UC-_B9c974ERH7JDJHK2YliA,Botania - Sức Khỏe Là Vàng,Personal,Đường huyết cao vì ăn nhầm giờ,9,25400,1022,2025-07-15T01:20:06Z,1M5S,2,2
6kSh5UJCaQQ,https://www.youtube.com/watch?v=6kSh5UJCaQQ,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Thực phẩm giàu crom và magie cực tốt cho đường huyết cao | Báo Lao Động,0,984000,108,2024-11-29T01:15:00Z,59S,0,2
ZhmODHIv3ek,https://www.youtube.com/watch?v=ZhmODHIv3ek,UCHXRlUOGYAT9kkXGCcSQDZg,Tuệ Y Đường,Personal,Triệu chứng của HẠ ĐƯỜNG HUYẾT,59,40700,2714,2023-06-03T13:00:21Z,25S,5,2
g3H4u0YU3Ug,https://www.youtube.com/watch?v=g3H4u0YU3Ug,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Hạ đường huyết nhờ món ăn ngon dễ làm | Báo Lao Động,0,984000,216,2025-08-03T15:17:16Z,1M8S,0,2
pVJNCwZzRig,https://www.youtube.com/watch?v=pVJNCwZzRig,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Người đường huyết cao có được ăn khoai lang?| Báo Lao Động,206,984000,873,2024-10-30T10:54:44Z,57S,0,2
5x2W66Wv2_k,https://www.youtube.com/watch?v=5x2W66Wv2_k,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Biểu hiện nguy hiểm khi đường huyết tăng cao kéo dài | Báo Lao Động,1,984000,90,2025-01-18T04:45:00Z,1M,0,2
Bq0-jEwWWqo,https://www.youtube.com/watch?v=Bq0-jEwWWqo,UCAgehYjUxNc7vHpf3F06mXQ,Video AloBacsi,Personal,"Mức đường huyết cao ảnh hưởng ra sao đến ""chuyện ấy""?",19,1650000,1342,2022-07-16T13:00:16Z,2M14S,0,2
2yC0tOaM5KA,https://www.youtube.com/watch?v=2yC0tOaM5KA,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Tổng hợp dấu hiệu phổ biến của đường huyết cao | Báo Lao Động,10,984000,132,2025-01-26T09:15:00Z,1M5S,0,2
DB1UtbCGnsE,https://www.youtube.com/watch?v=DB1UtbCGnsE,UCYO8RPtaJnD2bxC8CZl1_PA,Dr Ngọc Official ,Organization,Đường huyết bao nhiêu cần phải uống thuốc? | Dr Ngọc #short #shorts #drngoc,186,1310000,6037,2024-10-27T00:00:10Z,37S,10,2
DPYsMza86Kg,https://www.youtube.com/watch?v=DPYsMza86Kg,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Lợi ích của quả thanh long đối với người có đường huyết cao | Báo Lao Động,35,984000,241,2024-10-25T01:45:00Z,1M,0,2
FdbuoZG3D70,https://www.youtube.com/watch?v=FdbuoZG3D70,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Ăn ổi có giúp giảm đường huyết không? | Báo Lao Động,11,984000,1752,2024-07-21T08:00:10Z,55S,0,2
rAUg4soLOlY,https://www.youtube.com/watch?v=rAUg4soLOlY,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,"Đường huyết cao vào ban đêm, uống nước gì để kiểm soát? | Báo Lao Động",2,984000,165,2024-11-24T01:45:03Z,53S,0,2
FMO0k6hnZLI,https://www.youtube.com/watch?v=FMO0k6hnZLI,UCc-_aR67oIF_By8iB53u6-A,Kiến Thức Khoa Học Về Sức Khỏe,Personal,3 Dấu hiệu cảnh báo đường huyết cao khi đi vệ sinh,190,622000,11450,2022-01-08T04:12:04Z,5M1S,5,2
Gnv3YwT9Z04,https://www.youtube.com/watch?v=Gnv3YwT9Z04,UCYO8RPtaJnD2bxC8CZl1_PA,Dr Ngọc Official ,Organization,Nguyên nhân gây nên bệnh tiểu đường | Dr Ngọc #shorts #short #drngoc,720,1310000,31618,2023-06-28T09:00:10Z,37S,25,2
2LF0YplMs-o,https://www.youtube.com/watch?v=2LF0YplMs-o,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,3 thực phẩm giúp giảm tình trạng hạ đường huyết vào ban đêm | Báo Lao Động,3,984000,172,2024-11-24T07:15:00Z,53S,0,2
Ojx_oIGRebQ,https://www.youtube.com/watch?v=Ojx_oIGRebQ,UCKBcar7iUKyx2TFrtGLgHUw,Hành Trình Sức Khỏe,Personal,4 Dấu Hiệu Nguy Hiểm Của Đường Huyết Cao Và Cách Đối Phó Hiệu Quả| Hành Trình Sức Khoẻ,0,892,3,2025-03-21T16:26:16Z,13M7S,0,2
_u8YwxOaleg,https://www.youtube.com/watch?v=_u8YwxOaleg,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Cách đi bộ sau ăn hạn chế đường huyết tăng vọt | Báo Lao Động,1,984000,320,2024-09-16T07:41:23Z,1M,0,2
J_bVGiMMV8c,https://www.youtube.com/watch?v=J_bVGiMMV8c,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,Đường huyết cao có nên ăn chôm chôm?| Báo Lao Động,0,984000,201,2024-11-13T11:36:22Z,42S,0,2
xZOFr1vIt48,https://www.youtube.com/watch?v=xZOFr1vIt48,UCBsxWfGXZXzohMif3A0ba0Q,Sống Khỏe & Sống Tốt,Personal,Cách ăn uống hạ đường huyết giảm tiểu đường SKST,467,925000,36975,2021-09-10T12:32:22Z,10M25S,14,2
drx1WbAzmsc,https://www.youtube.com/watch?v=drx1WbAzmsc,UCr8i-5AIxdiJbI0HdGdUzIA,Báo Lao Động,Personal,"Mẹo ăn nấm tốt cho người có đường huyết cao, tiểu đường | Báo Lao Động",1,984000,388,2025-03-10T12:00:56Z,1M14S,0,2
